income,age,educ,hh_size,ethnic,own_house,x
1,2,2,6,1,1,.1291354
3,2,4,2,1,,.47898754
2,1,2,,0,1,.16939433
1,4,4,1,0,1,.70602936
4,3,4,,0,1,.0673967
2,3,4,,0,,.21161322
4,4,5,,0,0,.28507364
1,4,4,1,1,0,.56064105
1,2,4,1,1,1,.74174792
5,2,4,5,0,1,.97104108
3,4,4,1,1,,.059033196
1,3,4,1,1,,.5862996
1,4,2,1,1,0,.40631917
2,2,4,2,1,0,.87609237
1,4,4,2,1,0,.96095294
2,4,6,5,1,0,.28305149
1,3,2,1,1,0,.045340132
3,3,5,3,1,1,.52102923
8,4,5,5,1,1,.57915074
4,4,6,1,1,0,.26278847
1,3,3,1,1,0,.52594936
2,4,4,,0,1,.19883622
1,4,4,4,1,,.85508347
1,4,4,,1,,.55075437
2,4,6,1,0,0,.91184354
1,1,2,5,0,1,.1294982
9,6,5,2,0,1,.1557193
1,1,2,5,0,1,.59261906
8,2,3,4,0,1,.49094144
8,3,4,2,0,1,.9076373
8,5,6,3,0,1,.66948539
4,5,4,1,0,0,.74632657
1,1,2,3,0,1,.88170993
4,2,3,3,0,1,.83649921
5,2,3,7,0,1,.24951428
5,4,6,1,0,1,.93256778
1,1,2,3,0,1,.10409175
1,2,3,6,0,,.76784348
5,3,6,1,0,1,.049808741
1,3,4,1,0,1,.26133558
7,5,5,2,0,1,.20907035
1,1,2,4,0,1,.63364333
5,3,5,1,0,0,.030673904
8,5,5,2,0,,.43210223
7,6,6,1,0,1,.667867
6,6,4,4,1,1,.16599616
5,7,4,2,1,,.4750199
7,6,4,2,1,1,.97609466
1,6,4,2,0,0,.45660597
5,7,4,1,1,,.91989273
1,1,2,4,1,1,.92602897
5,1,2,2,1,0,.35997161
1,1,2,4,0,0,.45276684
1,1,2,9,0,0,.77293241
1,1,2,4,0,1,.4741599
1,1,1,4,1,1,.92301834
2,1,3,4,1,1,.029091412
1,1,2,3,1,1,.24040455
1,1,2,4,1,1,.087726958
7,3,5,5,1,1,.36297953
8,2,4,4,1,1,.39403999
1,1,2,3,1,1,.58287889
1,1,2,2,1,1,.54166597
1,1,2,2,1,1,.13882305
2,7,3,2,0,,.25147268
1,1,2,4,1,1,.17994571
8,7,4,2,1,1,.029759517
8,6,6,3,1,1,.087812714
9,7,4,2,1,,.23756854
9,6,3,2,1,1,.846681
8,7,6,2,1,1,.074147612
9,7,6,2,1,1,.36010814
9,4,6,2,1,1,.74858159
8,6,6,2,1,1,.60529399
1,1,2,4,1,1,.46248755
9,1,2,4,0,1,.36102402
8,1,2,4,1,1,.24479312
1,1,2,3,1,1,.59874892
8,1,2,4,1,1,.27611154
1,1,2,4,1,1,.42802718
1,1,2,2,1,1,.82871205
1,1,2,4,1,1,.79956013
9,1,2,5,1,,.95955354
9,1,2,4,1,1,.52847487
1,1,2,3,0,1,.30097207
9,5,4,,1,1,.7174322
9,4,5,3,1,1,.11157134
8,2,3,4,1,1,.01035867
9,4,6,2,0,1,.026736278
8,5,6,1,1,1,.2677784
9,5,6,6,0,1,.79890776
9,5,3,2,1,1,.95759559
7,3,4,3,1,,.82974255
9,4,5,1,1,,.48616073
8,3,6,2,1,1,.72138327
9,3,6,2,1,1,.95835
8,4,6,1,1,0,.18787453
8,5,4,3,0,1,.30640924
9,3,5,1,1,1,.24768756
9,3,4,3,1,1,.86430824
9,4,6,3,1,1,.43144292
9,4,6,4,1,1,.83329684
9,5,3,2,1,,.46680719
8,5,4,5,1,1,.4945249
8,2,2,4,0,1,.3909044
8,4,4,4,1,1,.87746841
9,5,4,2,1,1,.63668948
8,4,3,2,1,0,.49409628
9,3,4,4,1,1,.93008184
8,4,4,3,1,0,.56630564
9,3,4,4,1,1,.30464292
7,2,4,3,1,,.64678591
6,3,6,2,0,,.96613926
5,3,4,2,1,,.27226064
7,3,2,4,1,1,.28408363
7,2,4,2,1,0,.64346081
6,3,3,2,0,0,.9935317
1,2,3,3,1,1,.8017379
4,4,4,2,1,1,.11192649
6,3,4,3,1,1,.42900938
1,3,4,1,1,1,.71041268
2,2,4,5,1,1,.60615492
1,2,2,4,0,1,.79853088
2,2,3,2,1,1,.48946562
1,2,3,5,0,1,.7427569
5,4,4,4,1,1,.45058796
6,5,3,1,0,1,.81791377
1,3,4,2,1,1,.32769242
3,2,6,2,1,0,.39462385
1,2,4,4,1,0,.25102392
3,3,3,3,1,1,.088607945
1,2,5,4,0,1,.37234622
1,2,5,4,1,1,.34164625
2,2,4,7,0,1,.51898021
2,2,4,4,1,1,.73498172
5,4,4,1,1,0,.4848648
6,4,3,2,1,,.27281803
1,2,3,3,1,1,.18525632
1,2,4,1,1,0,.69097579
6,2,3,3,1,,.40922448
1,2,4,5,1,1,.8926872
6,4,5,1,0,1,.72460473
2,2,4,3,1,1,.38234401
3,3,4,2,1,0,.90738446
5,2,6,1,0,,.25193563
7,4,6,1,1,0,.31267339
1,2,3,5,0,1,.93165469
1,2,4,4,0,1,.47834852
6,3,4,2,1,1,.027371584
6,5,6,1,1,1,.42516774
6,3,5,1,1,1,.58826548
1,2,4,,0,0,.52337664
6,3,4,2,1,,.97121286
4,2,4,2,1,0,.4794752
6,6,3,2,1,1,.9180277
6,6,5,2,1,1,.27530545
4,6,4,,1,1,.93047482
2,7,3,1,1,1,.44565651
6,7,3,2,1,1,.12318271
1,1,2,3,0,1,.61155558
1,1,2,5,0,0,.50205737
1,1,2,4,0,1,.42601934
9,6,5,2,1,1,.57359958
8,6,4,3,1,1,.58083785
9,6,4,5,1,1,.66687071
9,7,6,2,1,1,.35434523
1,1,2,5,0,1,.83724493
1,1,2,3,0,0,.21284536
7,1,2,5,1,1,.28463727
1,1,2,4,1,1,.68186289
1,1,2,4,1,1,.72826618
1,1,2,4,1,1,.01968175
1,3,3,1,1,1,.91368759
5,3,4,3,1,1,.18409139
1,2,4,5,1,1,.10515366
1,2,4,4,1,1,.50777638
1,2,5,1,1,,.43160698
6,3,6,1,1,,.01146022
7,3,5,2,1,0,.56514752
3,2,4,6,0,1,.48071393
2,4,4,3,1,1,.47979394
6,3,3,3,1,1,.73493385
9,7,2,2,0,1,.59139103
1,2,3,,1,,.31642008
6,3,4,3,0,0,.27559602
6,3,5,1,1,0,.83442366
1,2,4,5,0,1,.96610177
4,4,4,3,1,0,.25847727
7,2,6,2,1,0,.20115386
2,3,4,3,1,1,.90898114
5,4,5,4,1,1,.89672977
7,2,3,2,1,,.48343831
3,5,4,2,1,0,.91298401
7,3,4,3,1,1,.30897689
6,4,5,6,1,1,.66504931
6,2,4,3,0,,.41273329
6,5,3,4,0,1,.41306692
3,4,5,4,1,1,.50786471
9,4,6,2,1,,.64864039
4,3,4,2,1,1,.42476922
8,4,6,1,1,1,.56274909
8,4,5,4,1,1,.45493197
8,5,6,2,0,1,.96584165
9,3,4,2,0,1,.43177414
8,3,5,2,1,0,.075086527
9,6,4,3,1,1,.32712927
8,2,6,3,0,1,.321291
9,4,6,2,1,1,.25523552
9,5,6,2,0,1,.77483398
9,3,4,2,1,1,.53706962
8,3,5,2,1,1,.082823001
8,3,4,2,1,1,.87904489
8,3,5,2,1,1,.47632259
8,5,6,4,1,1,.3992317
8,4,5,6,0,1,.19399743
9,6,5,2,1,1,.90609717
8,6,6,2,1,1,.15215126
9,4,5,4,1,1,.11625937
8,6,4,2,1,1,.8513912
8,7,4,2,1,,.20874776
9,6,6,3,1,1,.42606163
6,3,5,3,0,1,.79711819
1,3,5,1,1,0,.9288916
4,2,4,6,0,1,.42537615
5,2,4,4,0,1,.63198113
2,3,4,,1,0,.17892066
7,3,5,4,0,0,.81427056
6,3,4,2,1,0,.6326347
4,3,3,1,1,0,.55373114
3,2,2,5,1,,.93085498
7,3,6,1,1,0,.37607348
3,3,5,3,1,,.66547328
7,3,5,3,1,1,.049664587
6,3,3,2,1,0,.40720937
1,5,4,3,1,1,.96258444
6,3,6,1,0,0,.30283847
6,5,4,3,1,1,.29250532
4,2,5,2,1,,.98361701
3,4,3,2,0,,.14633529
3,6,,2,0,,.11880318
9,6,5,3,1,1,.047238305
8,3,4,2,1,,.87123156
8,3,6,2,1,1,.79136407
9,6,5,2,1,1,.26943257
8,3,4,2,1,,.44778764
8,3,6,3,1,1,.74310786
5,4,5,2,1,1,.27336892
9,4,4,3,0,1,.22292776
9,4,6,4,0,1,.15785906
8,2,4,3,0,1,.64728236
8,5,6,3,0,1,.96946537
9,4,5,3,1,1,.5403313
8,5,4,3,1,1,.76355284
8,5,4,3,1,,.19536811
8,4,6,1,1,,.57484311
9,2,4,4,1,1,.030956319
9,2,4,5,1,1,.93671048
8,5,3,3,1,1,.64120638
8,5,3,3,1,,.949826
9,4,4,4,1,,.41382316
8,4,6,2,1,,.0025646791
9,6,6,2,1,1,.64324069
9,6,5,2,1,1,.50756502
9,6,6,2,1,,.52197349
9,6,5,2,1,,.31950682
5,2,5,3,1,1,.70558983
6,2,3,2,1,,.030538384
6,3,5,3,1,1,.76184332
7,4,6,1,1,,.51630974
7,2,3,5,0,1,.044226397
2,2,3,4,0,1,.88881135
5,2,3,2,0,,.86911887
6,2,4,3,1,1,.95309186
6,4,4,3,1,,.5324046
6,3,5,1,1,0,.66149336
6,2,5,2,1,0,.71763575
6,4,4,2,1,0,.73643649
6,3,3,3,1,,.13054329
1,2,3,3,1,1,.52838892
2,3,4,2,1,,.50088239
3,2,5,1,1,0,.73804682
6,3,4,3,1,1,.88498753
6,4,4,2,1,,.93380111
6,3,3,2,1,0,.93943983
2,2,4,4,1,1,.574054
6,2,4,2,1,1,.48248506
7,2,3,4,1,1,.20000735
4,2,3,2,1,,.96664828
3,2,4,3,1,0,.25030625
7,3,4,3,1,1,.80122167
7,4,4,4,0,1,.87697524
5,3,3,3,0,,.39385194
6,4,4,3,0,0,.1451706
7,6,6,2,1,1,.58689708
2,7,3,2,1,1,.084701553
6,7,4,5,1,1,.6938715
2,6,6,1,1,0,.40301052
2,6,4,2,1,,.99145627
1,7,3,2,1,0,.58106345
7,3,4,1,1,0,.53611332
3,2,4,2,1,0,.88484871
2,3,4,1,1,1,.91501158
4,3,4,2,1,0,.56070042
4,3,5,1,0,0,.039626267
3,4,4,1,1,0,.57654679
1,4,6,2,1,1,.54522067
6,3,4,1,1,1,.87755412
7,3,4,1,1,,.79153115
6,3,4,1,1,0,.34733313
7,2,5,1,1,0,.48967415
7,3,5,8,0,1,.41767776
4,3,3,2,0,0,.97034907
6,3,4,2,0,,.340332
2,3,4,3,1,1,.19304618
7,2,4,1,0,0,.15074264
5,2,3,2,1,1,.029736258
4,7,3,2,1,1,.74094123
7,6,5,3,0,,.0053853435
3,6,3,3,1,1,.35397917
7,6,3,1,1,0,.26299483
3,2,4,3,1,1,.60395253
6,6,4,2,1,1,.20523727
4,3,5,2,1,0,.23882012
4,5,3,2,1,1,.42871422
6,3,6,2,1,0,.28175703
5,3,5,3,0,1,.53426605
6,2,4,3,1,1,.31245741
2,2,3,1,1,0,.022438847
5,4,4,2,1,1,.25029966
5,3,5,4,0,1,.51510024
8,4,4,2,1,1,.012524684
8,4,5,4,0,1,.47084606
9,4,5,2,1,1,.12315041
9,4,4,2,1,1,.9091444
8,4,4,4,0,1,.84060687
9,5,5,2,1,1,.98352647
9,5,4,2,1,1,.46525538
8,4,4,2,0,1,.97045594
8,2,5,4,0,1,.60415143
9,4,3,3,1,,.0067525464
8,5,4,3,1,1,.90592593
8,5,4,1,1,1,.60610521
9,5,4,3,1,1,.89033955
8,2,2,4,1,1,.44449604
9,5,5,3,0,1,.54530418
9,3,4,5,1,1,.27531648
9,4,5,3,1,1,.36485347
8,2,3,4,1,1,.6844517
8,3,6,2,0,0,.032323606
9,4,4,3,1,,.95788234
9,5,6,4,1,1,.24701238
9,3,6,3,1,1,.46238232
8,3,5,7,0,1,.55771828
9,5,5,3,1,1,.41031933
8,5,4,2,1,,.072999433
8,5,5,2,1,,.15594846
7,5,4,4,0,1,.085984513
3,3,4,1,0,0,.3188408
6,3,6,3,0,1,.14935686
7,2,4,3,1,1,.31054655
1,2,4,4,0,1,.85662693
7,3,4,2,1,,.41638327
7,3,3,4,1,,.38493776
7,2,2,2,0,0,.37430513
7,2,4,2,1,0,.46649107
9,3,5,2,1,,.61382353
9,5,6,2,1,,.31657335
3,2,4,3,0,,.47607693
4,5,1,3,0,,.90171945
6,3,4,4,1,0,.2355255
5,2,4,1,1,1,.50175029
6,3,6,1,1,0,.20208108
9,2,5,5,1,1,.085212745
9,3,4,2,1,1,.107178
4,2,5,,1,0,.76541275
8,3,5,1,1,0,.51831943
7,3,3,2,1,0,.46687427
5,7,4,2,1,1,.048778407
5,6,4,3,1,,.42713633
7,3,5,2,0,0,.12440018
4,5,4,4,0,1,.021616245
7,4,4,2,1,,.18921104
6,3,4,1,1,0,.53562212
8,3,5,2,1,0,.53219944
9,2,4,5,1,,.15294108
9,2,4,4,0,1,.98693401
9,2,,1,0,0,.90647846
1,2,4,2,1,1,.98017454
6,2,5,1,1,1,.84647667
5,4,5,2,1,1,.79365629
8,3,6,3,1,1,.32429335
8,4,4,3,1,1,.41764507
6,4,4,2,1,,.95737964
9,7,5,2,1,1,.84347767
8,3,6,4,1,1,.35477072
7,3,5,2,1,0,.74739337
6,3,4,,0,0,.35489663
7,5,5,6,1,1,.89462996
9,6,5,2,1,1,.66923857
8,4,4,2,1,1,.98687929
6,3,4,2,1,0,.077141978
6,4,4,3,1,,.15009995
9,4,6,3,1,1,.5484221
9,2,3,5,1,1,.6960454
1,2,5,1,1,0,.4576605
1,2,4,4,0,0,.216518
5,5,4,1,1,,.25791654
9,3,5,3,1,,.64592457
8,4,6,1,1,,.58328992
7,4,4,2,0,,.93831283
4,6,4,2,1,1,.49157342
5,5,4,2,1,1,.32095638
8,4,6,2,1,1,.98745149
5,6,3,2,1,1,.51636618
4,3,5,2,1,,.10560936
3,3,5,1,1,0,.49712092
7,2,3,6,1,1,.32105258
8,3,5,2,1,1,.37558377
8,5,5,4,1,1,.37697321
8,5,4,3,1,1,.71921206
8,4,5,1,1,,.9481557
7,4,6,4,1,1,.75560808
7,3,4,1,0,0,.9603315
8,5,6,3,1,1,.079315521
9,4,5,3,1,1,.98847061
8,5,6,2,1,1,.91326094
6,6,4,1,0,1,.2908099
5,3,4,2,1,0,.78385532
1,2,4,5,1,0,.57153398
6,5,5,2,0,1,.52864873
9,5,5,2,0,1,.62277335
9,4,5,2,1,1,.40257502
2,7,3,1,1,,.49537957
8,3,4,2,0,1,.97919762
5,7,4,2,1,1,.1240705
1,1,1,3,1,0,.73864692
9,5,5,4,1,1,.76277423
7,5,5,2,0,1,.32294726
8,3,5,2,0,1,.099952392
8,3,5,2,1,1,.76417923
9,4,5,4,0,,.69989687
4,3,2,2,1,0,.72245121
9,5,4,6,1,1,.95841342
1,2,3,5,1,1,.64535534
3,2,3,2,1,1,.29225865
8,2,3,5,0,1,.33696929
9,4,5,4,1,1,.92874682
8,5,5,1,1,1,.68319964
3,2,4,1,1,0,.9364686
1,2,4,,1,,.73336303
5,7,3,1,1,1,.54571438
1,2,4,4,1,1,.71817064
2,7,3,1,1,,.0007464111
1,2,4,3,0,1,.30519736
8,7,3,2,1,1,.62125266
7,3,4,4,1,1,.83919293
8,6,3,2,1,1,.63181359
1,2,4,4,1,0,.74426365
7,5,4,2,1,1,.50155598
7,7,5,2,1,1,.94533592
8,3,4,2,1,,.91840059
8,2,4,2,1,1,.47273514
4,2,4,1,0,0,.727844
2,2,4,4,0,1,.6508233
5,7,3,1,1,1,.036541965
6,3,4,4,1,1,.99656016
2,2,4,4,0,1,.46622732
4,4,5,2,1,0,.14259772
7,6,4,2,1,1,.12186692
1,7,3,1,1,1,.45619062
8,6,4,2,1,1,.81538421
1,2,4,1,1,1,.040149678
3,7,4,1,1,1,.14579351
8,3,3,2,0,,.22389898
5,4,5,4,1,0,.97086668
3,2,4,2,1,0,.52583861
3,2,4,2,1,0,.38678768
1,2,3,4,1,1,.70998538
1,2,4,3,1,1,.84992635
9,4,5,4,1,1,.55490965
6,7,3,2,1,1,.20062478
8,2,6,3,0,1,.7203573
9,4,4,4,1,1,.50418377
4,3,4,3,0,1,.98201925
5,3,5,2,1,0,.27351487
8,2,4,5,1,1,.83165658
5,7,4,2,1,1,.19308129
3,3,4,5,0,1,.81839979
9,5,6,9,1,1,.39041308
5,2,4,4,0,1,.077618569
6,4,3,3,0,1,.50185925
2,7,4,1,1,1,.56397438
6,4,4,1,0,,.25891313
2,2,5,5,0,1,.48031017
7,2,3,3,1,1,.13762619
9,2,4,2,1,0,.38784912
7,4,4,1,0,1,.30224845
6,2,4,1,0,,.28571442
9,4,6,4,0,1,.59703249
8,4,4,3,1,1,.92828065
4,5,4,1,1,0,.97112072
1,3,4,3,1,1,.86939496
7,4,5,3,1,1,.30431759
7,7,3,1,1,,.52840042
9,4,4,2,0,1,.95857078
6,3,4,3,1,1,.85413688
6,7,3,2,1,1,.46140707
6,6,4,2,1,1,.43749386
9,4,4,4,1,1,.44096524
7,4,4,6,0,1,.84143668
9,4,5,3,1,1,.097892553
8,4,6,,1,0,.75650007
7,7,5,1,1,,.72209132
6,6,4,2,1,,.085532576
8,7,4,2,1,,.24911103
9,5,4,2,1,1,.33718944
7,4,4,4,1,1,.37840855
4,4,3,1,0,0,.68822652
9,4,4,3,1,1,.88807631
6,6,5,2,1,1,.99376905
1,2,4,5,1,1,.056396082
1,1,2,5,1,1,.73588526
6,4,3,1,1,0,.083726987
9,5,6,3,1,1,.60558873
9,6,4,3,1,1,.61872751
7,3,5,1,1,0,.66826326
6,6,3,2,1,1,.29584572
4,2,3,3,0,1,.94693136
8,3,4,2,0,1,.2748034
9,5,5,3,1,1,.82335359
1,2,4,,0,,.28129566
8,4,4,2,1,1,.46216673
8,7,4,2,1,1,.89218676
9,2,4,8,1,1,.073731385
9,5,4,2,1,1,.86594182
9,2,4,5,1,1,.18551295
3,3,4,1,1,1,.50631046
5,3,4,1,1,0,.57971019
5,3,4,2,0,0,.96664935
1,3,3,2,1,,.26216924
9,6,4,2,1,1,.68521422
6,3,5,1,1,0,.1596881
5,6,4,2,1,1,.54534525
4,2,4,2,1,,.79202318
7,3,4,3,0,1,.00059525343
7,6,4,3,1,1,.2396708
7,7,6,3,1,1,.38665596
7,7,3,2,1,1,.38044146
6,6,3,4,0,1,.56013644
5,7,4,2,1,1,.0055525461
4,7,5,2,1,1,.77325028
6,7,4,2,1,,.27240491
4,6,5,5,1,,.1504785
8,5,4,2,1,1,.29321328
9,4,6,5,1,1,.020145167
4,6,,,1,,.91597539
2,7,4,1,1,1,.4178831
9,7,4,2,1,0,.56525737
8,6,5,2,1,1,.84857792
9,6,6,2,1,1,.42460477
8,7,6,2,1,1,.23782785
8,6,5,2,1,,.020334991
9,6,6,2,1,1,.94665772
1,1,2,1,1,,.75562227
1,1,2,5,0,1,.9669019
1,1,2,2,1,,.27421933
1,1,1,5,0,1,.61374253
3,2,4,3,1,1,.89353526
4,3,4,2,0,1,.71798164
1,2,4,3,1,1,.59645504
4,5,6,1,1,1,.83510584
7,3,5,2,1,0,.49332163
6,3,6,1,0,1,.61238289
3,2,3,3,1,1,.50320798
6,3,4,4,1,1,.68161136
2,2,3,4,1,1,.31721658
5,3,5,1,1,,.81787151
1,2,4,3,1,1,.083791725
1,2,4,2,1,,.88589889
1,2,4,4,1,1,.062397312
6,3,4,2,0,0,.6639058
2,2,4,2,1,1,.55509001
7,5,5,1,0,1,.90022361
1,3,6,4,0,1,.66878545
4,2,3,6,0,1,.073068701
1,2,4,2,0,0,.78355682
3,3,5,1,0,0,.84629583
6,5,6,1,0,,.34070992
3,4,4,5,1,1,.6486901
1,2,2,3,1,1,.2536653
9,3,6,2,1,1,.15130374
8,3,5,2,1,1,.71061379
8,3,5,2,1,1,.31431928
8,2,2,4,1,1,.76493895
9,3,5,2,1,1,.30066928
8,2,3,4,1,1,.80676943
1,4,5,3,1,,.34254137
4,5,3,1,1,,.95382935
5,3,5,2,1,0,.99663454
8,5,6,1,1,1,.64550036
8,4,5,3,1,1,.42301065
8,2,2,4,1,1,.69579273
8,3,4,3,1,1,.37622285
8,2,4,3,1,1,.86689967
9,2,4,3,1,1,.85467905
8,2,4,,1,1,.3646051
8,3,5,2,1,1,.52235496
9,5,4,2,1,1,.14210112
9,4,6,3,1,,.4295544
8,3,4,2,1,0,.6179347
9,4,6,1,1,1,.73850697
9,5,6,2,1,,.59240168
9,4,4,4,1,1,.96563798
9,2,5,3,0,,.98490441
8,5,6,3,1,1,.61764079
9,4,6,2,0,,.32725716
8,4,3,4,0,1,.52216792
8,4,4,4,1,1,.037015144
7,6,5,2,0,1,.89923263
5,3,3,4,1,0,.84332812
1,3,3,2,1,1,.62492734
5,2,3,4,1,0,.061259609
7,5,5,2,1,,.98955673
8,3,5,2,1,1,.41670498
5,3,4,1,1,1,.37563163
1,1,2,3,1,1,.51241362
1,2,4,3,1,1,.43182531
9,4,4,2,1,1,.20121032
9,4,6,4,0,1,.72507226
8,2,3,3,1,1,.26259983
1,2,3,7,0,1,.36100033
9,4,3,5,1,,.55300826
8,7,4,2,1,1,.937684
8,2,4,5,0,1,.92465448
8,3,6,1,1,0,.72831464
5,2,3,4,1,,.45812154
7,1,5,6,0,1,.61158627
1,2,3,1,1,0,.95085835
1,2,2,4,1,1,.80616361
5,2,5,4,1,1,.1964373
4,3,5,,1,0,.7135936
6,7,4,1,1,0,.29092941
9,4,6,2,1,,.22486299
9,4,4,2,1,,.58476341
7,7,4,2,1,1,.62343168
9,2,4,4,1,1,.46570399
5,4,4,3,0,1,.84403265
7,2,3,3,1,,.50776768
2,2,5,2,1,0,.54726583
6,3,5,2,1,1,.51626211
1,2,4,1,1,0,.12027346
7,3,4,3,0,1,.44970271
9,4,4,2,1,,.016910125
5,3,6,1,1,,.59254724
9,2,4,5,0,1,.20250206
6,3,4,1,1,0,.50262672
6,3,6,2,1,0,.51240456
8,4,5,5,1,1,.02666398
1,2,4,2,1,1,.43962374
2,7,6,1,1,1,.62848455
8,3,6,2,1,0,.64581543
8,3,5,2,1,1,.94082803
8,4,6,2,1,1,.90395361
8,4,6,2,1,1,.91185892
2,3,5,1,0,0,.94940817
9,3,4,3,1,1,.93374336
9,6,6,2,1,1,.57787746
6,3,4,2,1,0,.91869521
7,4,6,1,1,,.27881411
8,5,4,2,1,1,.90322399
9,5,4,3,1,1,.34505537
1,1,2,6,1,1,.9997409
1,1,2,4,1,1,.59987402
9,2,5,4,1,1,.31324652
7,4,6,3,1,1,.91477394
8,3,6,2,1,1,.2300559
9,4,6,2,0,,.6574589
9,3,5,3,1,1,.2850863
6,2,5,3,1,,.90805161
7,4,6,1,1,,.92269164
1,2,3,1,1,0,.066974506
2,2,2,4,1,1,.89746696
7,2,4,2,0,0,.46151072
4,5,3,1,1,,.60370266
2,2,4,4,0,1,.52291608
4,3,4,4,0,1,.3375411
8,5,4,,1,0,.31397283
7,4,3,2,0,0,.56096894
6,4,5,5,0,,.061246946
2,7,,1,1,0,.9549799
2,6,4,1,1,,.85421658
4,3,5,3,1,1,.52800667
1,2,4,,1,,.58196282
4,3,6,1,1,,.81582236
7,6,3,3,0,1,.96188956
8,3,6,2,1,1,.51290721
7,7,3,3,1,1,.29442102
9,2,4,5,0,1,.98637545
8,5,6,4,1,1,.97197521
8,2,2,4,0,1,.93476599
4,6,4,1,0,0,.32691708
3,5,4,1,1,0,.099197149
5,3,5,1,0,0,.54429489
1,1,2,5,0,1,.81236976
1,1,2,2,0,,.71378541
2,1,2,2,0,,.27831441
9,4,6,2,1,1,.1240509
9,4,6,3,1,,.91389501
7,6,3,2,1,1,.85192281
6,3,5,,1,1,.99186504
3,2,4,2,1,0,.76522642
5,3,4,4,0,1,.97597015
8,4,5,4,0,1,.62581855
8,6,5,1,1,1,.053559151
1,2,4,6,1,1,.63109583
1,2,4,3,1,1,.30385715
9,4,6,2,1,1,.043291941
8,7,6,1,1,1,.35100919
9,2,4,3,1,1,.96699733
7,2,4,4,0,1,.86766011
9,4,6,4,1,1,.20032451
5,3,3,1,1,0,.85451353
1,3,6,1,0,0,.68068618
1,1,2,4,1,1,.49488816
1,1,1,2,0,,.52998716
1,2,2,2,1,,.46351689
6,3,3,6,0,1,.045878671
1,2,4,4,1,1,.36830339
3,2,5,,1,1,.80367625
9,4,6,4,1,1,.79222512
4,3,3,2,0,0,.94898582
8,5,5,2,1,1,.88505489
3,5,4,2,1,0,.45142576
7,2,5,3,1,0,.88241905
6,5,4,3,1,1,.053523835
3,3,4,1,1,0,.43599051
1,1,2,4,0,,.32889852
1,1,2,6,1,1,.39194313
9,3,5,1,1,0,.28291646
8,1,2,4,0,,.91664267
3,3,6,1,1,0,.51916063
4,4,3,1,0,,.1534806
7,3,5,1,1,0,.82787317
7,4,4,4,0,1,.80662322
6,3,3,5,0,0,.045619242
6,3,5,1,1,0,.017367827
5,4,4,1,1,0,.45356619
5,3,6,2,1,,.9787401
7,3,4,2,0,0,.84418833
8,4,6,1,1,,.014484789
1,1,2,4,1,1,.72408634
9,3,5,2,1,0,.096159503
5,4,4,3,0,1,.38977751
1,1,2,3,0,1,.95440382
3,2,4,1,0,,.059145529
7,2,4,3,1,1,.82749891
8,3,4,2,1,0,.77588135
3,2,4,,0,,.64989746
7,2,5,4,1,1,.28476489
6,3,3,2,1,1,.92577004
6,3,3,2,1,1,.58174717
8,5,4,4,0,1,.98856938
9,6,6,2,1,0,.41020986
7,1,2,4,1,1,.24842378
4,3,4,1,0,0,.3078391
1,2,3,4,1,,.33186212
1,1,2,2,1,0,.041464519
4,2,3,1,1,0,.70964354
8,3,3,4,1,0,.43845278
7,2,6,1,1,0,.36114073
9,4,6,2,1,1,.25815246
6,2,5,5,1,1,.78953469
8,5,3,2,1,1,.92429352
1,2,3,,0,0,.36333933
2,3,3,2,1,1,.92510062
2,7,3,3,1,1,.7799418
8,4,4,6,0,1,.64300227
8,3,6,2,0,,.19837721
7,2,5,2,1,0,.89311582
8,3,4,2,1,0,.49017063
7,3,5,4,0,1,.046133157
3,2,6,2,0,0,.21910064
3,2,5,3,0,0,.46096078
1,2,3,4,0,0,.69060677
6,2,3,8,0,1,.9615829
8,5,4,2,1,1,.024005517
7,4,4,1,1,1,.86494648
3,2,4,2,1,0,.28686276
6,3,4,2,1,0,.71206075
3,2,4,1,0,0,.6435765
1,1,2,5,0,,.60535222
9,5,5,4,1,1,.442321
9,2,4,2,1,1,.029516423
4,3,3,6,1,1,.14052132
7,3,5,3,0,0,.74756593
3,4,3,1,1,0,.33404323
8,2,4,8,0,1,.30550382
1,1,2,3,0,1,.16972063
7,3,5,1,1,0,.09554363
5,3,3,1,1,1,.7942009
6,3,6,1,0,0,.38944983
4,5,3,1,1,0,.27544653
9,3,6,2,1,0,.034833033
9,4,6,2,1,1,.39063206
9,6,5,2,1,1,.32917342
5,2,4,1,1,0,.7258485
7,3,5,2,0,0,.91813087
8,3,5,1,1,,.87608057
6,6,5,2,1,1,.28838009
6,5,2,3,0,1,.3121486
5,2,4,4,1,1,.21862659
1,1,2,2,0,,.93151122
1,1,2,4,0,0,.24056445
1,1,2,2,0,1,.5880397
1,2,3,3,1,1,.5860976
9,2,3,5,1,1,.68727183
7,4,6,1,1,0,.57149422
6,4,5,1,1,0,.80378556
2,2,4,,0,0,.10004827
7,2,6,2,1,0,.93176055
1,1,2,4,1,1,.90026063
7,3,5,2,1,0,.68203455
1,1,2,3,0,1,.34313309
1,1,2,5,0,,.3393335
8,4,4,2,1,1,.19299035
6,2,4,2,1,1,.094254918
1,2,4,,0,0,.48744145
4,2,4,7,0,1,.99305516
5,4,4,4,1,0,.9561221
8,3,6,4,0,0,.50363958
4,3,4,2,1,0,.2853227
8,4,5,1,1,1,.61178821
